660
0, 1.0 --I1
1, 1.0
0, 1.0
0, 0.5
0, 0.5
0, 1.0 -
1, 0.5
0, 0.5
1, 1.0
0, 0.5
0, 0.5
0, 1.0 -
1, 1.0
1, 0.5
1, 0.5
0, 0.5
1, 0.5
0, 3.0 -
1, 0.5
1, 0.5
1, 1.0 -
0, 1.0
1, 0.5
1, 0.5
1, 0.5
1, 0.5
0, 1.0 -
1, 0.5
1, 0.5
1, 1.0
0, 0.5
1, 0.5
0, 1.0 -
1, 0.5
0, 0.5
1, 1.0
0, 0.5
1, 0.5
0, 3.0 -
0, 0.5
1, 0.5
0, 1.0--B1
1, 0.5
0, 0.5
0, 1.0
1, 0.5
0, 0.5
1, 1.0 -
0, 0.5
1, 0.5
1, 1.0
0, 0.5
1, 0.5
0, 1.0 -
1, 0.5
0, 0.5
0, 1.0
1, 0.5
0, 0.5
0, 3.0 -
1, 0.5
0, 0.5
1, 1.0 -
0, 0.5
0, 0.5
0, 1.0
0, 0.5
1, 0.5
0, 1.0 -
1, 0.5
1, 0.5
1, 1.0
1, 0.5
0, 0.5
1, 1.0 -
0, 0.5
1, 0.5
0, 1.0
1, 0.5
0, 0.5
0, 0.75 -
0, 0.75
0, 0.5
1, 1.0
0, 1.5 --V1
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5 -
0, 0.5
0, 0.5
0, 1.0
1, 0.5
1, 1.5 -
1, 0.5
1, 0.5
1, 0.5
1, 0.5
1, 0.5
1, 0.5
1, 0.5
1, 0.5 -
1, 0.5
1, 0.5
1, 0.5
0, 0.5
1, 0.5
0, 1.5 -
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5
0, 0.5 -
0, 0.5
0, 0.5
0, 1.0
1, 0.5
1, 1.5 -
0, 0.5
0, 0.5
0, 0.5
0, 0.5
1, 0.5
0, 0.5
1, 0.5
1, 1.0 -
0, 0.5
1, 2.5
0, 1.0 -V1-5
0, 0.5
0, 0.5
1, 0.5
1, 0.5
1, 1.0
0, 0.5 -
0, 0.5
0, 0.5
0, 0.5
1, 0.5
1, 0.5
1, 1.0
0, 0.75 -
0, 0.75
0, 0.5
1, 0.5
1, 0.5
1, 1.0
0, 0.5 -
0, 0.5
0, 0.5
