372
0, 1.0 --I1
1, 1.0
0, 1.0
0, 0.5
0, 0.5
0, 0.75 -
1, 0.25
0, 0.5
0, 0.5
0, 1.0
0, 0.5
0, 0.5
0, 1.0 -
1, 0.75
1, 0.25
1, 0.5
1, 0.25
1, 0.25
0, 0.5
1, 0.5
0, 0.0 -
1, 0.75
0, 0.0
1, 0.75
0, 0.0
1, 1.5
1, 0.5
1, 0.5
1, 0.75 -
1, 0.25
0, 0.75
0, 0.25
1, 0.5
1, 0.25
1, 0.25
1, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
1, 0.5
1, 1
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
0, 0.5
1, 0.75
1, 0.25
0, 0.5
1, 0.5
0, 0.0 -
1, 0.75
0, 0.0
1, 0.75
0, 0.0
1, 0.5
0, 0.0
1, 0.25
0, 0.0
1, 0.75
0, 0.5
1, 0.5
0, 0.75 --B1
0, 0.25
1, 0.5
0, 0.5
0, 1
1, 0.5
0, 0.5
1, 0.75 -
1, 0.25
0, 0.5
1, 0.5
1, 1
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
0, 0.5
0, 0.75
0, 0.25
1, 0.5
0, 0.5
0, 0.5 -
1, 0.5
1, 2
1, 0.5
0, 0.5
1, 0.75 -
1, 0.25
0, 0.5
0, 0.5
0, 1
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
1, 0.5
1, 1
1, 0.5
0, 0.5
1, 0.75 -
1, 0.25
0, 0.5
1, 0.5
0, 0.75
0, 0.25
1, 0.5
0, 0.5
0, 0.75 -
0, 0.75
0, 0.5
1, 0.25
1, 0.25
1, 0.5
0, 1.5 --V1
0, 0.25
0, 0.25
0, 0.5
0, 0.5
0, 0.25
0, 0.25
0, 0.5
0, 0.5
0, 0.5
0, 0.5 -
0, 0.5
0, 0.5
0, 1
1, 0.5
1, 1.5 -
1, 0.5
1, 0.5
1, 0.25
1, 0.25
1, 0.25
1, 0.25
1, 0.5
1, 0.5
1, 0.5
1, 0.5 -
1, 0.5
1, 0.5
1, 0.5
0, 0.5
1, 0.25
1, 0.25
0, 1.5 -
0, 0.5
0, 0.25
0, 0.25
0, 0.25
0, 0.25
0, 0.5
0, 0.25
0, 0.25
0, 0.5
0, 0.5
0, 0.5 -
0, 0.5
0, 0.5
0, 1
1, 0.5
1, 1.5 -
0, 0.5
0, 0.5
0, 0.5
0, 0.5
1, 0.5
0, 0.5
1, 0.5
1, 1 -
0, 0.5
1, 2.5
0, 0.25 -V1-5
0, 0.5
0, 0.25
0, 0.5
0, 0.25
0, 0.25
1, 0.5
1, 0.5
1, 1
0, 0.5 -
0, 0.25
0, 0.25
0, 0.5
0, 0.25
0, 0.25
1, 0.5
1, 0.25
1, 0.25
1, 1
0, 0.25 -
0, 0.5
0, 0.5
0, 0.25
0, 0.25
1, 0.25
1, 0.25
1, 0.25
1, 0.25
1, 0.25
1, 1
0, 0.25 -
0, 0.25
0, 0.25
0, 0.25
0, 0.25
0, 0.25
0, 0.25
0, 0.25
0, 0.25
0, 0.25
1, 0.25
1, 0.25
1, 1
1, 0.5 -
1, 0.25
1, 0.5
0, 0.25
0, 0.5
1, 0.5
1, 0.25
1, 0.5
0, 0.25
0, 0.5
1, 0.5 -
1, 0.25
1, 0.5
0, 0.25
0, 0.5
1, 0.5
0, 0.5
1, 1
0, 0.5 -
0, 0.25
0, 0.25
1, 0.5
0, 0.5
1, 0.5
1, 0.5
1, 0.5
0, 0.5
0, 0 -
1, 1
0, 0 
1, 1
0, 0
1, 1
0, 0 
1, 1
0, 1.0 --C1
1, 0.5
1, 0.5
0, 1.0
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
0, 0.5
1, 1.0
1, 0.5
0, 0.5
1, 1 -
0, 0.75
0, 0.25
1, 0.5
1, 0.25
1, 0.25
1, 0.5
0, 0.5
1, 3.0 -
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.75
1, 0.25
0, 0.5
0, 0.25
0, 0.25
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
1, 0.5
1, 1
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
0, 0.5
1, 0.75
1, 0.25
1, 0.5
0, 0.5
1, 0.5 -
0, 1
0, 1
0, 0.5
1, 0.5
0, 0.5
1, 1.0 -C1-5
0, 0.5
0, 0.5
1, 1.0
1, 0.5
0, 0.5
1, 0.75 -
1, 0.25
0, 0.5
1, 0.5
0, 1.0
1, 0.5
0, 0.5
0, 0.75 -
0, 0.25
1, 0.5
1, 0.5
0, 0.5
0, 0.25
0, 0.25
1, 0.5
0, 0.5
1, 3.0 -
1, 0.5
0, 0.5
1, 0.75 -
1, 0.25
0, 0.5
0, 0.5
1, 0.5
1, 0.25
1, 0.25
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
1, 0.5
0, 0.5
1, 1
1, 0.5
0, 0.5
1, 0.75 -
1, 0.25
0, 0.5
1, 0.5
0, 0.75
0, 0.25
1, 0.5
0, 0.5
1, 3.0 -
0, 0.5
1, 0.5
0, 0.75 -
0, 0.25
0, 0.5
1, 0.5
0, 0.75
0, 0.25
1, 0.5
0, 0.5
1, 2.0 -
0, 18.0
